Date,Committee,Number of utterances made by the committees per month
"=""06-2008""",384,201
"=""06-2009""",384,780
"=""06-2010""",384,171
"=""06-2011""",384,377
"=""06-2012""",384,0
"=""07-1995""",384,0
"=""07-1996""",384,0
"=""07-1997""",384,0
"=""07-1998""",384,0
"=""07-1999""",384,0
"=""07-2000""",384,248
"=""07-2001""",384,0
"=""07-2002""",384,144
"=""07-2003""",384,0
"=""07-2004""",384,0
"=""07-2005""",384,0
"=""07-2006""",384,200
"=""07-2007""",384,503
"=""07-2008""",384,0
"=""07-2009""",384,0
"=""07-2010""",384,116
"=""07-2011""",384,311
"=""07-2012""",384,0
"=""08-1995""",384,0
"=""08-1996""",384,0
"=""08-1997""",384,0
"=""08-1998""",384,0
"=""08-1999""",384,0
"=""08-2000""",384,0
"=""08-2001""",384,221
"=""08-2002""",384,134
"=""08-2003""",384,0
"=""08-2004""",384,0
"=""08-2005""",384,0
"=""08-2006""",384,0
"=""08-2007""",384,0
"=""08-2008""",384,0
"=""08-2009""",384,0
"=""08-2010""",384,76
"=""08-2011""",384,122
"=""08-2012""",384,0
"=""09-1995""",384,0
"=""09-1996""",384,0
"=""09-1997""",384,0
"=""09-1998""",384,0
"=""09-1999""",384,0
"=""09-2000""",384,193
"=""09-2001""",384,279
"=""09-2002""",384,0
"=""09-2003""",384,0
"=""09-2004""",384,0
"=""09-2005""",384,356
"=""09-2006""",384,0
"=""09-2007""",384,330
"=""09-2008""",384,220
"=""09-2009""",384,516
"=""09-2010""",384,90
"=""09-2011""",384,161
"=""09-2012""",384,0
"=""10-1995""",384,0
"=""10-1996""",384,0
"=""10-1997""",384,0
"=""10-1998""",384,0
"=""10-1999""",384,0
"=""10-2000""",384,87
"=""10-2001""",384,116
"=""10-2002""",384,0
"=""10-2003""",384,0
"=""10-2004""",384,0
"=""10-2005""",384,0
"=""10-2006""",384,0
"=""10-2007""",384,346
"=""10-2008""",384,0
"=""10-2009""",384,265
"=""10-2010""",384,0
"=""10-2011""",384,291
"=""10-2012""",384,0
"=""11-1995""",384,0
"=""11-1996""",384,0
"=""11-1997""",384,0
"=""11-1998""",384,0
"=""11-1999""",384,0
"=""11-2000""",384,0
"=""11-2001""",384,0
"=""11-2002""",384,0
"=""11-2003""",384,0
"=""11-2004""",384,0
"=""11-2005""",384,548
"=""11-2006""",384,0
"=""11-2007""",384,396
"=""11-2008""",384,0
"=""11-2009""",384,0
"=""11-2010""",384,281
"=""11-2011""",384,0
"=""11-2012""",384,154
"=""12-1995""",384,0
"=""12-1996""",384,0
"=""12-1997""",384,0
"=""12-1998""",384,0
"=""12-1999""",384,0
"=""12-2000""",384,0
"=""12-2001""",384,0
"=""12-2002""",384,0
"=""12-2003""",384,0
"=""12-2004""",384,0
"=""12-2005""",384,0
"=""12-2006""",384,0
"=""12-2007""",384,0
"=""12-2008""",384,0
"=""12-2009""",384,243
"=""12-2010""",384,0
"=""12-2011""",384,0
"=""12-2012""",384,186
"=""01-1995""",388,0
"=""01-1996""",388,0
"=""01-1997""",388,0
"=""01-1998""",388,0
"=""01-1999""",388,0
"=""01-2000""",388,0
"=""01-2001""",388,123
"=""01-2002""",388,0
"=""01-2003""",388,0
"=""01-2004""",388,0
"=""01-2005""",388,217
"=""01-2006""",388,256
"=""01-2007""",388,155
"=""01-2008""",388,104
"=""01-2009""",388,473
"=""01-2010""",388,240
"=""01-2011""",388,0
"=""01-2012""",388,0
"=""02-1995""",388,0
"=""02-1996""",388,0
"=""02-1997""",388,0
"=""02-1998""",388,0
"=""02-1999""",388,0
"=""02-2000""",388,0
"=""02-2001""",388,0
"=""02-2002""",388,116
"=""02-2003""",388,121
"=""02-2004""",388,195
"=""02-2005""",388,395
"=""02-2006""",388,382
"=""02-2007""",388,0
"=""02-2008""",388,502
"=""02-2009""",388,332
"=""02-2010""",388,833
"=""02-2011""",388,0
"=""02-2012""",388,144
"=""03-1995""",388,0
"=""03-1996""",388,0
"=""03-1997""",388,0
"=""03-1998""",388,0
"=""03-1999""",388,0
"=""03-2000""",388,0
"=""03-2001""",388,157
"=""03-2002""",388,96
"=""03-2003""",388,116
"=""03-2004""",388,247
"=""03-2005""",388,131
"=""03-2006""",388,332
"=""03-2007""",388,336
"=""03-2008""",388,154
"=""03-2009""",388,304
"=""03-2010""",388,253
"=""03-2011""",388,168
"=""03-2012""",388,259
"=""04-1995""",388,0
"=""04-1996""",388,0
"=""04-1997""",388,0
"=""04-1998""",388,0
"=""04-1999""",388,0
"=""04-2000""",388,0
"=""04-2001""",388,90
"=""04-2002""",388,181
"=""04-2003""",388,0
"=""04-2004""",388,0
"=""04-2005""",388,181
"=""04-2006""",388,0
"=""04-2007""",388,243
"=""04-2008""",388,367
"=""04-2009""",388,229
"=""04-2010""",388,605
"=""04-2011""",388,480
"=""04-2012""",388,143
"=""05-1995""",388,0
"=""05-1996""",388,0
"=""05-1997""",388,0
"=""05-1998""",388,0
"=""05-1999""",388,0
"=""05-2000""",388,0
"=""05-2001""",388,169
"=""05-2002""",388,180
"=""05-2003""",388,0
"=""05-2004""",388,0
"=""05-2005""",388,313
"=""05-2006""",388,219
"=""05-2007""",388,458
"=""05-2008""",388,502
"=""05-2009""",388,0
"=""05-2010""",388,394
"=""05-2011""",388,348
"=""05-2012""",388,139
"=""06-1995""",388,0
"=""06-1996""",388,0
"=""06-1997""",388,0
"=""06-1998""",388,0
"=""06-1999""",388,0
"=""06-2000""",388,0
"=""06-2001""",388,376
"=""06-2002""",388,0
"=""06-2003""",388,0
"=""06-2004""",388,169
"=""06-2005""",388,245
"=""06-2006""",388,152
"=""06-2007""",388,166
"=""06-2008""",388,248
"=""06-2009""",388,651
"=""06-2010""",388,201
"=""06-2011""",388,132
"=""06-2012""",388,345
"=""07-1995""",388,0
"=""07-1996""",388,0
"=""07-1997""",388,0
"=""07-1998""",388,0
"=""07-1999""",388,0
"=""07-2000""",388,0
"=""07-2001""",388,542
"=""07-2002""",388,312
"=""07-2003""",388,210
"=""07-2004""",388,0
"=""07-2005""",388,213
"=""07-2006""",388,322
"=""07-2007""",388,402
"=""07-2008""",388,523
"=""07-2009""",388,815
"=""07-2010""",388,170
"=""07-2011""",388,250
"=""07-2012""",388,0
"=""08-1995""",388,0
"=""08-1996""",388,0
"=""08-1997""",388,0
"=""08-1998""",388,0
"=""08-1999""",388,0
"=""08-2000""",388,0
"=""08-2001""",388,83
"=""08-2002""",388,0
"=""08-2003""",388,0
"=""08-2004""",388,0
"=""08-2005""",388,386
"=""08-2006""",388,0
"=""08-2007""",388,546
"=""08-2008""",388,0
"=""08-2009""",388,281
"=""08-2010""",388,0
"=""08-2011""",388,0
"=""08-2012""",388,0
"=""09-1995""",388,0
"=""09-1996""",388,0
"=""09-1997""",388,0
"=""09-1998""",388,0
"=""09-1999""",388,0
"=""09-2000""",388,0
"=""09-2001""",388,0
"=""09-2002""",388,0
"=""09-2003""",388,232
"=""09-2004""",388,0
"=""09-2005""",388,205
"=""09-2006""",388,219
"=""09-2007""",388,0
"=""09-2008""",388,102
"=""09-2009""",388,455
"=""09-2010""",388,217
"=""09-2011""",388,0
"=""09-2012""",388,0
"=""10-1995""",388,0
"=""10-1996""",388,0
"=""10-1997""",388,0
"=""10-1998""",388,0
"=""10-1999""",388,0
"=""10-2000""",388,0
"=""10-2001""",388,132
"=""10-2002""",388,0
"=""10-2003""",388,0
"=""10-2004""",388,0
"=""10-2005""",388,269
"=""10-2006""",388,0
"=""10-2007""",388,419
"=""10-2008""",388,0
"=""10-2009""",388,404
"=""10-2010""",388,133
"=""10-2011""",388,0
"=""10-2012""",388,0
"=""11-1995""",388,0
"=""11-1996""",388,0
"=""11-1997""",388,0
"=""11-1998""",388,0
"=""11-1999""",388,0
"=""11-2000""",388,0
"=""11-2001""",388,0
"=""11-2002""",388,0
"=""11-2003""",388,0
"=""11-2004""",388,0
"=""11-2005""",388,94
"=""11-2006""",388,0
"=""11-2007""",388,120
"=""11-2008""",388,0
"=""11-2009""",388,441
"=""11-2010""",388,179
"=""11-2011""",388,169
"=""11-2012""",388,0
"=""12-1995""",388,0
"=""12-1996""",388,0
"=""12-1997""",388,0
"=""12-1998""",388,0
"=""12-1999""",388,0
"=""12-2000""",388,0
"=""12-2001""",388,0
"=""12-2002""",388,0
"=""12-2003""",388,0
"=""12-2004""",388,0
"=""12-2005""",388,0
"=""12-2006""",388,0
"=""12-2007""",388,154
"=""12-2008""",388,0
"=""12-2009""",388,0
"=""12-2010""",388,0
"=""12-2011""",388,0
"=""12-2012""",388,144
"=""01-1995""",419,0
"=""01-1996""",419,0
"=""01-1997""",419,0
"=""01-1998""",419,0
"=""01-1999""",419,0
"=""01-2000""",419,0
"=""01-2001""",419,0
"=""01-2002""",419,0
"=""01-2003""",419,0
"=""01-2004""",419,0
"=""01-2005""",419,0
"=""01-2006""",419,0
"=""01-2007""",419,0
"=""01-2008""",419,0
"=""01-2009""",419,0
"=""01-2010""",419,0
"=""01-2011""",419,0
"=""01-2012""",419,0
"=""02-1995""",419,0
"=""02-1996""",419,0
"=""02-1997""",419,0
"=""02-1998""",419,0
"=""02-1999""",419,0
"=""02-2000""",419,0
"=""02-2001""",419,0
"=""02-2002""",419,0
"=""02-2003""",419,0
"=""02-2004""",419,0
"=""02-2005""",419,0
"=""02-2006""",419,0
"=""02-2007""",419,0
"=""02-2008""",419,0
"=""02-2009""",419,99
"=""02-2010""",419,0
"=""02-2011""",419,0
"=""02-2012""",419,125
"=""03-1995""",419,0
"=""03-1996""",419,0
"=""03-1997""",419,0
"=""03-1998""",419,0
"=""03-1999""",419,0
"=""03-2000""",419,0
"=""03-2001""",419,0
"=""03-2002""",419,0
"=""03-2003""",419,0
"=""03-2004""",419,0
"=""03-2005""",419,0
"=""03-2006""",419,0
"=""03-2007""",419,0
"=""03-2008""",419,0
"=""03-2009""",419,144
"=""03-2010""",419,174
"=""03-2011""",419,195
"=""03-2012""",419,123
"=""04-1995""",419,0
"=""04-1996""",419,0
"=""04-1997""",419,0
"=""04-1998""",419,0
"=""04-1999""",419,0
"=""04-2000""",419,0
"=""04-2001""",419,0
"=""04-2002""",419,0
"=""04-2003""",419,0
"=""04-2004""",419,0
"=""04-2005""",419,0
"=""04-2006""",419,0
"=""04-2007""",419,0
"=""04-2008""",419,0
"=""04-2009""",419,134
"=""04-2010""",419,127
"=""04-2011""",419,154
"=""04-2012""",419,87
"=""05-1995""",419,0
"=""05-1996""",419,0
"=""05-1997""",419,0
"=""05-1998""",419,0
"=""05-1999""",419,0
"=""05-2000""",419,0
"=""05-2001""",419,0
"=""05-2002""",419,135
"=""05-2003""",419,0
"=""05-2004""",419,0
"=""05-2005""",419,0
"=""05-2006""",419,0
"=""05-2007""",419,0
"=""05-2008""",419,0
"=""05-2009""",419,186
"=""05-2010""",419,349
"=""05-2011""",419,97
"=""05-2012""",419,51
"=""06-1995""",419,0
"=""06-1996""",419,0
"=""06-1997""",419,0
"=""06-1998""",419,0
"=""06-1999""",419,0
"=""06-2000""",419,0
"=""06-2001""",419,0
"=""06-2002""",419,0
"=""06-2003""",419,0
"=""06-2004""",419,0
"=""06-2005""",419,0
"=""06-2006""",419,0
"=""06-2007""",419,0
"=""06-2008""",419,0
"=""06-2009""",419,428
"=""06-2010""",419,212
"=""06-2011""",419,0
"=""06-2012""",419,277
"=""07-1995""",419,0
"=""07-1996""",419,0
"=""07-1997""",419,0
"=""07-1998""",419,0
"=""07-1999""",419,0
"=""07-2000""",419,0
"=""07-2001""",419,0
"=""07-2002""",419,0
"=""07-2003""",419,0
"=""07-2004""",419,0
"=""07-2005""",419,0
"=""07-2006""",419,0
"=""07-2007""",419,0
"=""07-2008""",419,0
"=""07-2009""",419,118
"=""07-2010""",419,105
"=""07-2011""",419,217
"=""07-2012""",419,356
"=""08-1995""",419,0
"=""08-1996""",419,0
"=""08-1997""",419,0
"=""08-1998""",419,0
"=""08-1999""",419,0
"=""08-2000""",419,0
"=""08-2001""",419,0
"=""08-2002""",419,0
"=""08-2003""",419,0
"=""08-2004""",419,0
"=""08-2005""",419,0
"=""08-2006""",419,0
"=""08-2007""",419,0
"=""08-2008""",419,0
"=""08-2009""",419,0
"=""08-2010""",419,199
"=""08-2011""",419,133
"=""08-2012""",419,0
"=""09-1995""",419,0
"=""09-1996""",419,0
"=""09-1997""",419,0
"=""09-1998""",419,0
"=""09-1999""",419,0
"=""09-2000""",419,0
"=""09-2001""",419,0
"=""09-2002""",419,0
"=""09-2003""",419,0
"=""09-2004""",419,0
"=""09-2005""",419,0
"=""09-2006""",419,0
"=""09-2007""",419,0
"=""09-2008""",419,0
"=""09-2009""",419,154
"=""09-2010""",419,168
"=""09-2011""",419,0
"=""09-2012""",419,364
"=""10-1995""",419,0
"=""10-1996""",419,0
"=""10-1997""",419,0
"=""10-1998""",419,0
"=""10-1999""",419,0
"=""10-2000""",419,0
"=""10-2001""",419,0
"=""10-2002""",419,0
"=""10-2003""",419,0
"=""10-2004""",419,0
"=""10-2005""",419,0
"=""10-2006""",419,0
"=""10-2007""",419,0
"=""10-2008""",419,0
"=""10-2009""",419,73
"=""10-2010""",419,0
"=""10-2011""",419,145
"=""10-2012""",419,0
"=""11-1995""",419,0
"=""11-1996""",419,0
"=""11-1997""",419,0
"=""11-1998""",419,0
"=""11-1999""",419,0
"=""11-2000""",419,0
"=""11-2001""",419,0
"=""11-2002""",419,0
"=""11-2003""",419,0
"=""11-2004""",419,0
"=""11-2005""",419,0
"=""11-2006""",419,0
"=""11-2007""",419,0
"=""11-2008""",419,0
"=""11-2009""",419,0
"=""11-2010""",419,0
"=""11-2011""",419,281
"=""11-2012""",419,88
"=""12-1995""",419,0
"=""12-1996""",419,0
"=""12-1997""",419,0
"=""12-1998""",419,0
"=""12-1999""",419,0
"=""12-2000""",419,0
"=""12-2001""",419,0
"=""12-2002""",419,0
"=""12-2003""",419,0
"=""12-2004""",419,0
"=""12-2005""",419,0
"=""12-2006""",419,0
"=""12-2007""",419,0
"=""12-2008""",419,0
"=""12-2009""",419,0
"=""12-2010""",419,68
"=""12-2011""",419,55
"=""12-2012""",419,0
"=""01-1995""",432,0
"=""01-1996""",432,0
"=""01-1997""",432,0
"=""01-1998""",432,0
"=""01-1999""",432,0
"=""01-2000""",432,0
"=""01-2001""",432,0
"=""01-2002""",432,0
"=""01-2003""",432,0
"=""01-2004""",432,0
"=""01-2005""",432,0
"=""01-2006""",432,0
"=""01-2007""",432,0
"=""01-2008""",432,0
"=""01-2009""",432,207
"=""01-2010""",432,0
"=""01-2011""",432,0
"=""01-2012""",432,193
"=""02-1995""",432,0
"=""02-1996""",432,0
"=""02-1997""",432,0
"=""02-1998""",432,0
"=""02-1999""",432,0
"=""02-2000""",432,0
"=""02-2001""",432,0
"=""02-2002""",432,0
"=""02-2003""",432,0
"=""02-2004""",432,0
"=""02-2005""",432,0
"=""02-2006""",432,0
"=""02-2007""",432,0
"=""02-2008""",432,0
"=""02-2009""",432,590
"=""02-2010""",432,215
"=""02-2011""",432,284
"=""02-2012""",432,0
"=""03-1995""",432,0
"=""03-1996""",432,0
"=""03-1997""",432,0
"=""03-1998""",432,0
"=""03-1999""",432,0
"=""03-2000""",432,0
"=""03-2001""",432,0
"=""03-2002""",432,0
"=""03-2003""",432,0
"=""03-2004""",432,0
"=""03-2005""",432,0
"=""03-2006""",432,0
"=""03-2007""",432,0
"=""03-2008""",432,0
"=""03-2009""",432,146
"=""03-2010""",432,0
"=""03-2011""",432,0
"=""03-2012""",432,0
"=""04-1995""",432,0
"=""04-1996""",432,0
"=""04-1997""",432,0
"=""04-1998""",432,0
"=""04-1999""",432,0
"=""04-2000""",432,0
"=""04-2001""",432,0
"=""04-2002""",432,0
"=""04-2003""",432,0
"=""04-2004""",432,0
"=""04-2005""",432,0
"=""04-2006""",432,0
"=""04-2007""",432,0
"=""04-2008""",432,0
"=""04-2009""",432,0
"=""04-2010""",432,0
"=""04-2011""",432,0
"=""04-2012""",432,0
"=""05-1995""",432,0
"=""05-1996""",432,0
"=""05-1997""",432,0
"=""05-1998""",432,0
"=""05-1999""",432,0
"=""05-2000""",432,0
"=""05-2001""",432,0
"=""05-2002""",432,0
"=""05-2003""",432,0
"=""05-2004""",432,0
"=""05-2005""",432,0
"=""05-2006""",432,0
"=""05-2007""",432,0
"=""05-2008""",432,0
"=""05-2009""",432,228
"=""05-2010""",432,0
"=""05-2011""",432,0
"=""05-2012""",432,0
"=""06-1995""",432,0
"=""06-1996""",432,0
"=""06-1997""",432,0
"=""06-1998""",432,0
"=""06-1999""",432,0
"=""06-2000""",432,0
"=""06-2001""",432,0
"=""06-2002""",432,0
"=""06-2003""",432,0
"=""06-2004""",432,0
"=""06-2005""",432,0
"=""06-2006""",432,0
"=""06-2007""",432,0
"=""06-2008""",432,0
"=""06-2009""",432,0
"=""06-2010""",432,0
"=""06-2011""",432,0
"=""06-2012""",432,0
"=""07-1995""",432,0
"=""07-1996""",432,0
"=""07-1997""",432,0
"=""07-1998""",432,0
"=""07-1999""",432,0
"=""07-2000""",432,0
"=""07-2001""",432,0
"=""07-2002""",432,0
"=""07-2003""",432,0
"=""07-2004""",432,0
"=""07-2005""",432,0
"=""07-2006""",432,0
"=""07-2007""",432,0
"=""07-2008""",432,0
"=""07-2009""",432,0
"=""07-2010""",432,305
"=""07-2011""",432,113
"=""07-2012""",432,0
"=""08-1995""",432,0
"=""08-1996""",432,0
"=""08-1997""",432,0
"=""08-1998""",432,0
"=""08-1999""",432,0
"=""08-2000""",432,0
"=""08-2001""",432,0
"=""08-2002""",432,0
"=""08-2003""",432,0
"=""08-2004""",432,0
"=""08-2005""",432,0
"=""08-2006""",432,0
"=""08-2007""",432,0
"=""08-2008""",432,0
"=""08-2009""",432,0
"=""08-2010""",432,0
"=""08-2011""",432,0
"=""08-2012""",432,0
"=""09-1995""",432,0
"=""09-1996""",432,0
"=""09-1997""",432,0
"=""09-1998""",432,0
"=""09-1999""",432,0
"=""09-2000""",432,0
"=""09-2001""",432,0
"=""09-2002""",432,61
"=""09-2003""",432,0
"=""09-2004""",432,0
"=""09-2005""",432,0
"=""09-2006""",432,0
"=""09-2007""",432,0
"=""09-2008""",432,0
"=""09-2009""",432,0
"=""09-2010""",432,79
"=""09-2011""",432,0
"=""09-2012""",432,0
"=""10-1995""",432,0
"=""10-1996""",432,0
"=""10-1997""",432,0
"=""10-1998""",432,0
"=""10-1999""",432,0
"=""10-2000""",432,0
"=""10-2001""",432,0
"=""10-2002""",432,0
"=""10-2003""",432,0
"=""10-2004""",432,0
"=""10-2005""",432,0
"=""10-2006""",432,0
"=""10-2007""",432,0
"=""10-2008""",432,0
"=""10-2009""",432,92
"=""10-2010""",432,0
"=""10-2011""",432,0
"=""10-2012""",432,0
"=""11-1995""",432,0
"=""11-1996""",432,0
"=""11-1997""",432,0
"=""11-1998""",432,0
"=""11-1999""",432,0
"=""11-2000""",432,0
"=""11-2001""",432,0
"=""11-2002""",432,0
"=""11-2003""",432,0
"=""11-2004""",432,0
"=""11-2005""",432,0
"=""11-2006""",432,0
"=""11-2007""",432,0
"=""11-2008""",432,0
"=""11-2009""",432,0
"=""11-2010""",432,0
"=""11-2011""",432,0
"=""11-2012""",432,0
"=""12-1995""",432,0
"=""12-1996""",432,0
"=""12-1997""",432,0
"=""12-1998""",432,0
"=""12-1999""",432,0
"=""12-2000""",432,0
"=""12-2001""",432,0
"=""12-2002""",432,0
"=""12-2003""",432,0
"=""12-2004""",432,0
"=""12-2005""",432,0
"=""12-2006""",432,0
"=""12-2007""",432,0
"=""12-2008""",432,0
"=""12-2009""",432,117
"=""12-2010""",432,0
"=""12-2011""",432,0
"=""12-2012""",432,0
"=""01-1995""",434,0
"=""01-1996""",434,0
"=""01-1997""",434,0
"=""01-1998""",434,0
"=""01-1999""",434,0
"=""01-2000""",434,0
"=""01-2001""",434,0
"=""01-2002""",434,0
"=""01-2003""",434,0
"=""01-2004""",434,0
"=""01-2005""",434,0
"=""01-2006""",434,0
"=""01-2007""",434,0
"=""01-2008""",434,0
"=""01-2009""",434,0
"=""01-2010""",434,0
"=""01-2011""",434,0
"=""01-2012""",434,0
"=""02-1995""",434,0
"=""02-1996""",434,0
"=""02-1997""",434,0
"=""02-1998""",434,0
"=""02-1999""",434,0
"=""02-2000""",434,0
"=""02-2001""",434,0
"=""02-2002""",434,0
"=""02-2003""",434,0
"=""02-2004""",434,0
"=""02-2005""",434,0
"=""02-2006""",434,0
"=""02-2007""",434,0
"=""02-2008""",434,0
"=""02-2009""",434,0
"=""02-2010""",434,0
"=""02-2011""",434,0
"=""02-2012""",434,0
"=""03-1995""",434,0
"=""03-1996""",434,0
"=""03-1997""",434,0
"=""03-1998""",434,0
"=""03-1999""",434,0
"=""03-2000""",434,0
"=""03-2001""",434,0
"=""03-2002""",434,0
"=""03-2003""",434,0
"=""03-2004""",434,0
"=""03-2005""",434,0
"=""03-2006""",434,0
"=""03-2007""",434,0
"=""03-2008""",434,0
"=""03-2009""",434,0
"=""03-2010""",434,0
"=""03-2011""",434,0
"=""03-2012""",434,0
"=""04-1995""",434,0
"=""04-1996""",434,0
"=""04-1997""",434,0
"=""04-1998""",434,0
"=""04-1999""",434,0
"=""04-2000""",434,0
"=""04-2001""",434,0
"=""04-2002""",434,0
"=""04-2003""",434,0
"=""04-2004""",434,0
"=""04-2005""",434,0
"=""04-2006""",434,0
"=""04-2007""",434,0
"=""04-2008""",434,0
"=""04-2009""",434,0
"=""04-2010""",434,0
"=""04-2011""",434,0
"=""04-2012""",434,0
"=""05-1995""",434,0
"=""05-1996""",434,0
"=""05-1997""",434,0
"=""05-1998""",434,0
"=""05-1999""",434,0
"=""05-2000""",434,0
"=""05-2001""",434,0
"=""05-2002""",434,0
"=""05-2003""",434,0
"=""05-2004""",434,0
"=""05-2005""",434,0
"=""05-2006""",434,0
"=""05-2007""",434,0
"=""05-2008""",434,0
"=""05-2009""",434,0
"=""05-2010""",434,0
"=""05-2011""",434,0
"=""05-2012""",434,0
"=""06-1995""",434,0
"=""06-1996""",434,0
"=""06-1997""",434,0
"=""06-1998""",434,0
"=""06-1999""",434,0
"=""06-2000""",434,0
"=""06-2001""",434,0
"=""06-2002""",434,0
"=""06-2003""",434,0
"=""06-2004""",434,0
"=""06-2005""",434,0
"=""06-2006""",434,0
"=""06-2007""",434,0
"=""06-2008""",434,0
"=""06-2009""",434,0
"=""06-2010""",434,0
"=""06-2011""",434,0
"=""06-2012""",434,0
"=""07-1995""",434,0
"=""07-1996""",434,0
"=""07-1997""",434,0
"=""07-1998""",434,0
"=""07-1999""",434,0
"=""07-2000""",434,0
"=""07-2001""",434,0
"=""07-2002""",434,0
"=""07-2003""",434,0
"=""07-2004""",434,0
"=""07-2005""",434,0
"=""07-2006""",434,0
"=""07-2007""",434,0
"=""07-2008""",434,0
"=""07-2009""",434,0
"=""07-2010""",434,0
"=""07-2011""",434,0
"=""07-2012""",434,0
"=""08-1995""",434,0
"=""08-1996""",434,0
"=""08-1997""",434,0
"=""08-1998""",434,0
"=""08-1999""",434,0
"=""08-2000""",434,0
"=""08-2001""",434,0
"=""08-2002""",434,0
"=""08-2003""",434,0
"=""08-2004""",434,0
"=""08-2005""",434,0
"=""08-2006""",434,0
"=""08-2007""",434,0
"=""08-2008""",434,0
"=""08-2009""",434,0
"=""08-2010""",434,0
"=""08-2011""",434,0
"=""08-2012""",434,0
"=""09-1995""",434,0
"=""09-1996""",434,0
"=""09-1997""",434,0
"=""09-1998""",434,0
"=""09-1999""",434,0
"=""09-2000""",434,0
"=""09-2001""",434,0
"=""09-2002""",434,0
"=""09-2003""",434,0
"=""09-2004""",434,0
"=""09-2005""",434,0
"=""09-2006""",434,0
"=""09-2007""",434,0
"=""09-2008""",434,0
"=""09-2009""",434,0
"=""09-2010""",434,0
"=""09-2011""",434,0
"=""09-2012""",434,0
"=""10-1995""",434,0
"=""10-1996""",434,0
"=""10-1997""",434,0
"=""10-1998""",434,0
"=""10-1999""",434,0
"=""10-2000""",434,0
"=""10-2001""",434,0
"=""10-2002""",434,0
"=""10-2003""",434,0
"=""10-2004""",434,0
"=""10-2005""",434,0
"=""10-2006""",434,0
"=""10-2007""",434,0
"=""10-2008""",434,0
"=""10-2009""",434,0
"=""10-2010""",434,0
"=""10-2011""",434,0
"=""10-2012""",434,0
"=""11-1995""",434,0
"=""11-1996""",434,0
"=""11-1997""",434,0
"=""11-1998""",434,0
"=""11-1999""",434,0
"=""11-2000""",434,0
"=""11-2001""",434,0
"=""11-2002""",434,0
"=""11-2003""",434,0
"=""11-2004""",434,0
"=""11-2005""",434,0
"=""11-2006""",434,0
"=""11-2007""",434,0
"=""11-2008""",434,0
"=""11-2009""",434,0
"=""11-2010""",434,0
"=""11-2011""",434,0
"=""11-2012""",434,0
"=""12-1995""",434,0
"=""12-1996""",434,0
"=""12-1997""",434,0
"=""12-1998""",434,0
"=""12-1999""",434,0
"=""12-2000""",434,0
"=""12-2001""",434,0
"=""12-2002""",434,0
"=""12-2003""",434,0
"=""12-2004""",434,0
"=""12-2005""",434,0
"=""12-2006""",434,0
"=""12-2007""",434,0
"=""12-2008""",434,0
"=""12-2009""",434,0
"=""12-2010""",434,0
"=""12-2011""",434,0
"=""12-2012""",434,0
"=""01-1995""",435,0
"=""01-1996""",435,0
"=""01-1997""",435,0
"=""01-1998""",435,0
"=""01-1999""",435,0
"=""01-2000""",435,0
"=""01-2001""",435,0
"=""01-2002""",435,0
"=""01-2003""",435,0
"=""01-2004""",435,0
"=""01-2005""",435,0
"=""01-2006""",435,0
"=""01-2007""",435,0
"=""01-2008""",435,0
"=""01-2009""",435,74
"=""01-2010""",435,98
"=""01-2011""",435,0
"=""01-2012""",435,0
"=""02-1995""",435,0
"=""02-1996""",435,0
"=""02-1997""",435,0
"=""02-1998""",435,0
"=""02-1999""",435,0
"=""02-2000""",435,0
"=""02-2001""",435,0
"=""02-2002""",435,580
"=""02-2003""",435,425
"=""02-2004""",435,118
"=""02-2005""",435,126
"=""02-2006""",435,655
"=""02-2007""",435,311
